GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
TAS2R3	0.1424	0	0.1424	0.8749	0.8	1.6621
TAS2R30	0	0.0589	0	0	0.8	0.277
TAS2R31	0.1975	0.7547	0.1975	1.7498	4.4	3.8783
TAS2R38	0.0392	0	0.0392	0	0.4	0.277
TAS2R39	0	0	0	0	0	0
TAS2R4	0.2704	0.075	0.2704	0.8749	2	1.6621
TAS2R41	0	0.1614	0	0	0	0
TAS2R42	0.0711	0.0526	0.0711	0	0	0
TAS2R43	0.0436	0.1452	0.0436	0	0.4	1.3851
TAS2R46	0	0.0535	0	0	0	0.277
TAS2R5	1.0324	2.637	1.0324	1.7498	3.6	4.4324
TAS2R50	0.0448	0.1491	0.0448	0	0	0.277
TAS2R60	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R8	0.036	0	0.036	0	0	0
TAS2R9	0	0	0	0	0.4	0
TASP1	3.7148	3.8929	3.7148	195.9755	268	248.2139
TAT	0.0112	0.0187	0.0112	0	0.4	1.9392
TATDN1	8.5825	5.0978	8.5825	266.8416	400.8	426.0636
TATDN2	2.3367	2.0218	2.3367	994.7507	1118.8	1749.4092
TATDN3	3.1683	2.8138	3.1683	187.2266	567.2	389.7734
TAX1BP1	35.6403	17.6019	35.6403	4202.0997	5768	4234.8724
TAX1BP3	20.334	18.8656	20.334	1766.098	1490.616	1050.6955
TAZ	14.4536	29.9232	14.4536	272.091	214.4	251.5382
TBC1D1	20.435	9.1018	20.435	7150.4812	1224.4	2768.5821
TBC1D10A	3.3639	4.015	3.3639	447.944	925.24	501.1178
TBC1D10B	15.474	16.0567	15.474	914.2607	651.6	1016.6796
TBC1D10C	0.7674	2.2167	0.7674	50.7437	185.6	273.7001
TBC1D12	4.2208	2.3848	4.2208	377.9528	325.2	227.7141
TBC1D13	12.4836	14.3885	12.4836	910.7612	994.8	1494.5468
TBC1D14	12.3908	11.8048	12.3908	1369.2038	1943.2	1487.3441
TBC1D15	8.3404	11.1237	8.3404	993.0009	2071.2	1421.4123
TBC1D16	6.6595	12.1821	6.6595	311.4611	673.2	248.2139
TBC1D17	44.7252	57.4825	44.7252	1397.0779	834.232	1305.7906
TBC1D19	3.6239	2.3195	3.6239	209.0989	146.8	196.6873
TBC1D2	3.4266	8.546	3.4266	157.4803	383.2	482.8536
TBC1D20	15.233	22.3843	15.233	1548.5564	1457.2	1508.121
TBC1D21	0.0183	0.0405	0.0183	0	0	0
TBC1D22A	6.6593	7.6046	6.6593	295.713	308	453.766
TBC1D22B	5.6037	9.0538	5.6037	396.5267	401.664	479.2218
TBC1D23	6.925	6.136	6.925	860.8924	1133.6	787.0264
TBC1D24	2.8564	4.0552	2.8564	218.7227	187.7	387.4907
TBC1D25	7.0606	8.5995	7.0606	517.0604	402.8	424.1244
TBC1D26	0	0	0	0	1.2	0.554
TBC1D28	0	0	0	0	0	0
TBC1D29	0.0817	0.0988	0.0817	0	0	0
TBC1D2B	15.4796	12.4016	15.4796	1449.6938	876.4	1137.4623
TBC1D3	0.2955	1.1805	0.2955	157.4803	212.552	216.7965
TBC1D3B	0.1418	0.7768	0.1418	77.8653	86	66.2088
TBC1D3C	0.166	0.4072	0.166	7.874	15.2	11.9121
TBC1D3G	0.0201	0.0745	0.0201	0.8749	7.6	6.6486
TBC1D3H	0.0314	0.3663	0.0314	11.3736	9.6	3.8783
TBC1D3P2	0.0106	0	0.0106	0	0	0.277
TBC1D4	2.5497	14.9641	2.5497	245.8443	945.6	3407.4004
TBC1D5	5.1214	4.943	5.1214	963.2546	1102	2238.6344
TBC1D7	0.9698	1.8381	0.9698	93.6133	417.6	89.4789
TBC1D8	6.2891	58.4479	6.2891	591.4261	726.8	231.3154
TBC1D8B	0.4324	1.6287	0.4324	127.734	479.2	560.9745
TBC1D9	7.7938	7.8796	7.7938	1121.6098	1498.4	311.0984
TBC1D9B	19.7284	25.3422	19.7284	2772.5284	2563.6	4311.3311
TBCA	20.8533	18.8651	20.8533	1000	1798	1228.0493
TBCB	34.5518	26.1032	34.5518	1162.2572	1060.916	744.7081
TBCC	7.945	2.4661	7.945	287.839	720	698.3786
TBCCD1	4.706	2.0386	4.706	274.7157	296.4	370.1046
TBCD	12.2931	20.3646	12.2931	1321.8985	1320.28	1698.0074
TBCE	8.1477	10.0279	8.1477	276.6929	363.316	857.8892
TBCEL	4.0574	4.5672	4.0574	534.5582	431.2	436.3135
TBCK	4.2789	5.3802	4.2789	352.5809	361.6	556.9022
TBK1	9.4763	7.5387	9.4763	566.9291	911.6	555.1569
TBKBP1	8.8927	11.8186	8.8927	453.1934	237.2	297.5242
TBL1X	12.4384	7.7664	12.4384	3368.329	1138.8	1340.5212
TBL1XR1	7.8362	26.3814	7.8362	2104.9869	4251.6	5123.2897
TBL1Y	0	0.9294	0	0.8749	36.8	0
TBL2	6.7275	6.8587	6.7275	447.0691	1469.6	1269.88
TBL3	18.3848	16.1156	18.3848	712.161	606.4	756.5537
TBP	9.0245	5.647	9.0245	251.0936	355.2	354.0372
TBPL1	4.103	4.4891	4.103	276.4654	455.2	282.5649
TBPL2	0	0	0	0	0.4	0
TBR1	0.0095	0.0318	0.0095	0	0	0.277
TBRG1	14.3455	30.086	14.3455	865.2668	1252	1159.9013
TBRG4	21.7212	14.2063	21.7212	829.3963	708	509.1709
TBX1	1.3198	3.9118	1.3198	12.2485	38.4	65.9318
TBX10	0.0434	0.0161	0.0434	0	6.8	0
TBX15	1.5657	0.0914	1.5657	17.4978	4	8.3107
TBX18	3.3361	0.3119	3.3361	223.0971	6	11.635
TBX19	1.0442	6.3863	1.0442	27.9965	38.812	40.4705
TBX2	26.8756	34.064	26.8756	1198.6002	175.2	151.5324
TBX20	13.6375	0	13.6375	398.9501	0	0
TBX21	0.2352	0.3576	0.2352	3.4996	18	13.5742
TBX22	0	0.0187	0	0	2.4	75.3506
TBX3	7.3205	88.8773	7.3205	433.0709	5382.4	4506.0793
TBX4	13.9772	0.1878	13.9772	1406.8241	42	1.1081
TBX5	1.8022	0.7691	1.8022	230.0962	45.6	66.4859
TBX6	0.5772	2.3106	0.5772	19.2476	29.6	67.0399
TBXA2R	0.6417	1.6197	0.6417	62.1172	37.6	74.2425
TBXAS1	1.8927	3.019	1.8927	217.8478	516.4	22.439
TC2N	3.4147	5.4127	3.4147	134.7332	2299.2	813.3437
TCAM1P	0.0063	0.014	0.0063	0	0.8	1.6621
TCAP	0.7808	2.5875	0.7808	3.4996	3.2	6.3716
TCEA1	15.989	10.7556	15.989	1736.6579	1869.2	1785.1454
TCEA2	8.6118	14.5662	8.6118	426.9466	491.2	572.3325
TCEA3	5.7547	29.4189	5.7547	635.1706	2416.8	1556.3232
TCEAL1	0	0	0	1673.6658	1123.6	674.0004
TCEAL2	5.5265	7.6987	5.5265	710.4112	655.2	1452.9931
TCEAL3	48.8283	34.0913	48.8283	2322.8346	1340.4	1379.5816
TCEAL4	119.3993	63.4046	119.3993	6592.301	3332.4	3499.3725
TCEAL5	0.2877	3.3625	0.2877	65.6168	62.8	169.2619
TCEAL6	0	0.0362	0	118.9851	108.4	81.7222
TCEAL7	3.8637	5.6176	3.8637	193.3508	124.4	57.3441
TCEAL8	18.7721	23.0871	18.7721	918.6352	1994	1641.9238
TCEANC	0.6793	0.7492	0.6793	39.3701	73.6	75.3506
TCEB1	8.0772	3.6625	8.0772	561.6798	745.2	452.1039
TCEB2	140.3307	194.664	140.3307	1555.5556	2864.4	1775.7266
TCEB3	14.4941	12.8272	14.4941	1312.0122	1526.78	1767.6458
TCEB3B	0.0588	0.0653	0.0588	0	0	0.8311
TCEB3C	0	0	0	0	0.4	0.277
TCERG1	12.0421	18.1082	12.0421	862.6422	563.2	781.4859
TCERG1L	0.0342	0.1424	0.0342	0	7.6	1155.4689
TCF12	12.921	8.0667	12.921	1930.8836	1598.4	1529.1748
TCF15	0.5763	0.3836	0.5763	10.4987	2	4.9864
TCF19	2.2947	2.7803	2.2947	185.4768	252.4	111.0868
TCF20	4.8021	4.2679	4.8021	776.9029	619.2	1696.2206
TCF21	4.7255	12.4912	4.7255	3430.4462	435.6	1.3851
TCF23	0.0675	0	0.0675	0.8749	0.4	0
TCF25	38.8633	52.9942	38.8633	2568.6789	2276.4	2596.5499
TCF3	6.6404	10.8151	6.6404	594.0507	805.6	1156.854
TCF4	5.7284	5.2532	5.7284	2113.7358	1238	1558.8164
TCF7	0.3591	2.1054	0.3591	90.9886	311.2	440.1918
TCF7L1	8.6356	11.744	8.6356	745.4068	376.8	1046.0442
TCF7L2	6.8639	9.3539	6.8639	639.5451	434.8	1026.9295
TCFL5	5.4338	1.2464	5.4338	457.5678	272.4	975.9571
TCHH	0.0714	0.0648	0.0714	9.6238	2.4	2.7702
TCHHL1	0.0622	0	0.0622	0	0	0
TCHP	8.4669	8.1649	8.4669	492.5634	232.408	458.7524
TCIRG1	34.128	93.8634	34.128	802.2747	690.4	839.107
TCL1A	0	0.0718	0	25.3718	46	1.1081
TCL1B	0	0	0	1.7498	3.82	0
TCL6	0	0	0	2.6247	2.58	1.1081
TCN1	0.0566	0	0.0566	0	40.8	0
TCN2	12.1427	9.1651	12.1427	498.6877	572	1123.6111
TCOF1	15.2704	10.8495	15.2704	1454.0682	408.4	787.3034
TCP1	56.4075	24.9664	56.4075	3752.7384	3742.036	2641.1038
TCP10	0	0	0	0	2	0
TCP10L	0.1231	0.7512	0.1231	6.9991	9.324	12.7182
TCP10L2	0	0	0	0	0.4	0
TCP11	0.0678	0.0301	0.0678	0.8749	7.2	3.6013
TCP11L1	2.9596	1.7178	2.9596	436.5704	159.556	79.5559
TCP11L2	1.8055	1.2473	1.8055	152.231	221.6	215.525
TCTA	31.1543	41.7431	31.1543	789.1514	2850.8	2409.5585
TCTE1	0.0463	0.3424	0.0463	0	3.2	2.2162
TCTE3	0.233	0.4202	0.233	23.622	46.4	68.148
TCTEX1D1	0.4898	0.5341	0.4898	15.748	8.4	5.2635
TCTEX1D2	2.4066	2.2726	2.4066	31.4961	144	189.2077
TCTEX1D4	0.2231	0.2476	0.2231	2.6247	4	8.5878
TCTN1	4.3482	6.406	4.3482	401.5748	788.4	1606.4536
TCTN2	2.4309	7.8709	2.4309	188.9764	480.4	972.3557
TCTN3	15.5394	12.2709	15.5394	842.5197	1476.8	2039.7308
TDG	5.481	6.0322	5.481	359.5801	497.6	428.2798
TDGF1	0	0	0	0	2.8	48.2022
TDH	0.1183	0.42	0.1183	2.6247	8.8	7.2026
TDO2	0.0165	0	0.0165	8.7489	5.6	1.6621
TDP1	1.5244	1.6744	1.5244	153.9808	308.4	186.9915
TDP2	13.9558	26.7601	13.9558	895.888	5462.4	668.737
TDRD1	0.0256	0.0284	0.0256	1.7498	2.8	0.277
TDRD10	3.0879	3.6743	3.0879	7.874	5.2	40.4456
TDRD12	0.3293	0.0745	0.3293	1.7498	0.4	0.8311
TDRD3	4.1731	5.6883	4.1731	455.818	314.8	507.5087
TDRD5	0.0222	0.5795	0.0222	0	40.4	19.6687
TDRD6	0.4631	0.2342	0.4631	1.7498	44	61.2224
TDRD7	4.7497	3.1906	4.7497	479.4401	542.4	419.138
TDRD9	0.1669	0.8531	0.1669	0.8749	15.6	280.9028
TDRG1	0	0	0	0	0.4	0
TDRKH	1.155	2.8254	1.155	133.8583	372	432.7122
TEAD1	28.12	5.7239	28.12	10025.3718	1058.8	2402.9099
TEAD2	22.341	8.7181	22.341	916.0105	590	138.7892
TEAD3	87.9675	44.0093	87.9675	4180.2275	928.8	510.279
TEAD4	11.1812	3.6541	11.1812	198.6002	65.6	334.0915
TEC	0.7376	1.1023	0.7376	30.6212	42.4	79.783
TECPR1	5.4826	19.3198	5.4826	277.3403	397.6	339.6319
TECPR2	6.7847	5.017	6.7847	2118.1102	599.6	829.6882
TECR	16.8493	26.6322	16.8493	492.5634	1414.8	2071.3116
TECRL	0.0039	0.0216	0.0039	0	0	0.277
TECTA	0.358	0.7784	0.358	20.9974	9.6	46.8171
TECTB	0.0076	0	0.0076	0	0	0.277
TEDDM1	0	0.1989	0	0	1.6	16.3444
TEF	4.4994	10.744	4.4994	1040.245	1020	2720.9339
TEK	3.162	2.3564	3.162	294.8381	354.4	566.2379
TEKT1	0.0124	0.0069	0.0124	0	2	2.7702
TEKT2	0.0793	0.9174	0.0793	0.8749	10	77.5668
TEKT3	0.0766	0.3504	0.0766	0.8749	2	11.358
TEKT4	0.0325	0.048	0.0325	2.6247	4	10.2499
TEKT5	0.0252	0.1961	0.0252	0	6.4	0.554
TELO2	12.7321	18.8364	12.7321	545.9318	381.2	509.1709
TENC1	82.5843	65.7386	82.5843	3544.182	1525.6	3265.0099
TEP1	6.4846	5.1093	6.4846	783.902	617.2	637.4332
TEPP	0.1332	0.4013	0.1332	0.8749	23.2	36.0132
TERC	0.2899	0.0919	0.2899	2.6247	1.6	1.3851
TERF1	12.9077	5.4886	12.9077	965.0044	609.6	708.3515
TERF2	5.3736	3.5946	5.3736	626.4217	513.6	804.4789
TERF2IP	28.8698	31.155	28.8698	1642.1697	1766.4	2841.4395
TERT	0.0055	0.0307	0.0055	0	0.4	0
TES	59.7846	9.1581	59.7846	8622.5022	1949.476	2732.7712
TESC	3.5371	7.8339	3.5371	32.371	569.2	318.8551
TESK1	13.6725	15.1102	13.6725	1378.8276	666.4	822.4855
TESK2	1.8082	8.5271	1.8082	89.2388	1333.6	172.5862
TET1	0.1568	0.7922	0.1568	55.1181	71.2	61.7764
TET2	1.2277	2.4481	1.2277	543.3071	654	599.2038
TET3	1.0786	2.705	1.0786	163.6045	372.4	342.9562
TEX10	5.3127	3.5845	5.3127	375.3281	442.4	427.7257
TEX101	0.1112	0.0463	0.1112	0	0.4	0
TEX11	0.0266	0	0.0266	0	0.4	0
TEX12	0.2274	0.1262	0.2274	1.7498	1.2	1.6621
TEX13A	0	0.0361	0	0	0	0
TEX13B	0.0359	0	0.0359	0	0	0
TEX14	0.1725	0.5742	0.1725	3.4996	12.4	2.7702
TEX15	0.1421	0	0.1421	76.9904	2	1.1081
TEX19	0	0.0257	0	0	0.4	1.9392
TEX2	10.2256	6.3764	10.2256	1356.0805	1231.2	2891.581
TEX261	35.0786	31.5407	35.0786	1390.2012	2125.6	3883.0514
TEX264	4.8109	10.0529	4.8109	609.7988	2279.2	1590.3972
TEX28	0	0	0	0	0	0
TEX9	0.275	0.86	0.275	24.4969	63.6	176.7416
TF	0.8343	4.4373	0.8343	3.4996	122	7.4797
TFAM	5.059	2.7269	5.059	390.2012	898.4	639.9264
TFAMP1	0.0609	0.0338	0.0609	0	0.8	0
TFAP2A	0.0604	4.1461	0.0604	20.1225	340.4	17.7296
TFAP2B	0.0328	0.0485	0.0328	0.8749	0.4	0
TFAP2C	0.1008	6.0145	0.1008	14.8731	577.2	191.4239
TFAP2D	0.0121	0	0.0121	0	0	0
TFAP2E	0.5424	2.941	0.5424	6.1242	14.152	4.7094
TFAP4	3.6307	3.2571	3.6307	75.2406	123.6	122.7218
TFB1M	2.2588	1.874	2.2588	146.9816	133.2	217.7412
TFB2M	7.5279	3.6855	7.5279	173.2283	504	448.7796
TFCP2	12.5069	7.7286	12.5069	547.6815	682	794.229
TFCP2L1	0.0988	39.3102	0.0988	5.2493	454	7265.2426
TFDP1	8.2602	12.1347	8.2602	977.2528	1422.4	1572.3906
TFDP2	4.0001	9.3402	4.0001	334.2082	659.6	293.3689
TFDP3	0.0533	0.0296	0.0533	0	0	0.277
TFE3	37.1375	30.2894	37.1375	2930.8836	992.4	1876.5635
TFEB	4.8359	7.2004	4.8359	625.5468	437.6	700.0407
TFEC	0.5805	0.2013	0.5805	51.6185	110.4	18.0066
TFF1	0.2439	15.3381	0.2439	0	560.8	0.277
TFF2	0.054	0.2396	0.054	0	1.2	18.0066
TFF3	5.408	14.4144	5.408	190.7262	1180.4	13061.1476
TFG	18.3247	18.2828	18.3247	1418.1977	1843.6	2451.3891
TFIP11	9.6382	6.9763	9.6382	611.1724	754.664	929.284
TFPI	10.9137	5.0251	10.9137	979.8775	453.2	632.7238
TFPI2	5.7666	1.7642	5.7666	512.6859	92	12.4661
TFPT	12.1943	38.0453	12.1943	240.6999	511.868	275.3789
TFR2	0.2564	0.123	0.2564	3.4996	3.2	1.3851
TFRC	7.3291	20.7422	7.3291	2978.1277	1254.4	2172.4255
TG	0.1019	1.5656	0.1019	1.7498	396.4	1517551.4504
TGDS	5.4589	3.5438	5.4589	146.1067	392.8	430.2189
TGFA	0.1715	1.2721	0.1715	26.2467	478.4	626.9063
TGFB1	24.5215	25.8352	24.5215	1181.1024	653.2	315.8078
TGFB1I1	121.1439	35.8924	121.1439	6511.811	677.2	246.5517
TGFB2	1.009	6.5049	1.009	958.8801	390.4	109.1476
TGFB3	4.4483	34.9277	4.4483	3097.1129	1512	218.5723
TGFBI	32.711	53.8261	32.711	2363.0796	1384.4	443.7931
TGFBR1	6.7396	6.8062	6.7396	4010.4987	1507.6	1017.2337
TGFBR2	80.5687	24.043	80.5687	5610.6737	2250.8	3597.7162
TGFBR3	43.2951	5.5274	43.2951	5668.4164	966.8	962.6599
TGFBRAP1	5.1186	2.6031	5.1186	412.9484	360	383.1248
TGIF1	11.0829	14.9881	11.0829	791.776	1912.8	783.1481
TGIF2	4.4275	8.1163	4.4275	266.8416	516.928	647.8466
TGIF2LX	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0.4	0
TGM1	0.2399	2.5422	0.2399	5.2493	202.4	39.3375
TGM2	441.0359	90.8177	441.0359	27050.7437	3884.4	412.4894
TGM3	0.0998	0.6092	0.0998	0.8749	15.2	1.1081
TGM4	0.1818	5.1587	0.1818	0	577.6	0.554
TGM5	0.081	0.4222	0.081	3.4996	3.2	0.277
TGM6	0.0098	0	0.0098	0	0.4	0
TGM7	0.0194	0.0215	0.0194	0	1.2	0
TGOLN2	39.0996	24.8532	39.0996	6266.8416	6849.6	8867.5519
TGS1	8.2872	4.2022	8.2872	553.8058	534.4	559.0353
TH	0.1113	0.1482	0.1113	0	1.6	0.8311
THADA	3.4397	4.5945	3.4397	820.6474	917.6	1184.8335
THAP1	4.8407	1.6659	4.8407	264.217	278	343.7873
THAP10	1.8912	0.836	1.8912	59.4926	114	141.8365
THAP2	1.1627	0.9036	1.1627	198.6002	116.8	134.0798
THAP3	7.2795	12.2944	7.2795	193.6308	348.412	244.4547
THAP4	19.6232	19.9398	19.6232	944.8819	1309.2	1080.6723
THAP5	4.8507	4.3489	4.8507	506.5617	1038.4	836.6138
THAP6	2.7663	2.5822	2.7663	289.5888	540.4	532.995
THAP7	18.3889	28.2386	18.3889	315.8355	537.6	495.0426
THAP8	5.622	2.0975	5.622	306.2117	99.2	81.1682
THAP9	1.5026	1.6262	1.5026	81.3648	246.8	397.8071
THBD	13.0846	3.5691	13.0846	1690.2887	1009.6	855.4514
THBS1	175.8534	80.4372	175.8534	206948.3815	3768.8	427.7257
THBS2	12.4494	11.0703	12.4494	4167.979	241.6	246.8288
THBS3	9.8869	20.4165	9.8869	1097.1304	233.2	380.9169
THBS4	2.7972	5.6191	2.7972	241.4698	455.196	64.2697
THEG	0.0122	0.1628	0.0122	0	1.6	0
THEM4	5.3385	4.2266	5.3385	225.7218	335.6	568.1771
THEM5	0.0455	0.1516	0.0455	0	1.6	3.0473
THEMIS	0.0208	0.1327	0.0208	5.2493	73.2	42.9388
THG1L	5.7233	3.6511	5.7233	195.1006	212	187.5455
THNSL1	1.5258	0.7874	1.5258	86.6142	188.4	475.0969
THNSL2	6.0786	2.4406	6.0786	69.9913	936	1633.613
THOC1	7.152	14.8134	7.152	336.8329	296.4	425.2325
THOC2	8.0234	9.4549	8.0234	1365.7043	1117.6	1487.0671
THOC3	1.9544	1.8919	1.9544	274.7157	446.8	741.8714
THOC5	8.452	10.7191	8.452	835.5206	581.2	245.1666
THOC6	15.0335	34.8159	15.0335	366.9729	397.424	271.9964
THOC7	23.4276	12.9644	23.4276	1066.4917	1010.4	640.7575
THOP1	9.3599	34.5805	9.3599	424.322	1334.4	672.6153
THPO	0.6551	1.4927	0.6551	5.2493	3.2	1.6621
THRA	12.9991	8.2169	12.9991	1975.5031	947.92	1652.013
THRAP3	37.718	53.7076	37.718	3586.1767	4283.6	4357.3172
THRB	2.8655	3.3051	2.8655	1207.3491	660	327.1658
THRSP	1.5835	0	1.5835	41.1199	0.4	26.3173
THSD1	2.3641	2.2888	2.3641	40.245	89.6	86.4316
THSD4	1.0266	14.1917	1.0266	463.692	2218.8	1155.4689
THSD7A	1.2962	0.5648	1.2962	110.2362	149.2	207.7683
THSD7B	0.1616	0.4119	0.1616	27.1216	104.4	30.7497
THUMPD1	18.5089	19.0939	18.5089	1374.4532	3007.6	1916.1779
THUMPD2	5.7933	9.4543	5.7933	168.8539	233.6	222.1736
THUMPD3	8.4424	7.2185	8.4424	676.2905	1418.4	989.5312
THY1	27.522	19.3919	27.522	2569.5538	530.8	1579.0392
THYN1	25.4761	37.9099	25.4761	680.6649	1482	972.3557
TIA1	16.5751	25.5707	16.5751	968.5039	1269.6	1064.8819
TIAL1	17.2866	23.7934	17.2866	1136.4829	1816.4	1496.763
TIAM1	1.4646	3.2806	1.4646	71.741	302.4	135.742
TIAM2	0.6783	1.2587	0.6783	411.2248	114.256	426.3046
TICAM1	8.9909	8.4806	8.9909	418.1977	438	358.1926
TICAM2	0.9302	1.2041	0.9302	134.7332	99.028	90.0634
TIE1	9.7184	7.7199	9.7184	549.4313	262	687.5746
TIFA	9.8071	2.0564	9.8071	335.958	538.4	540.1976
TIFAB	0	0	0	4.3745	17.2	0.8311
TIGD2	2.5058	1.778	2.5058	65.6168	178	185.3293
TIGD3	0.0445	0.0988	0.0445	1.7498	7.6	7.2026
TIGD4	0.2175	0.2011	0.2175	1.7498	16	24.9322
TIGD7	1.4309	0.4961	1.4309	248.4689	260.596	571.446
TIGIT	0.0415	0.1505	0.0415	22.7472	101.6	5.8175
TIMD4	0.0864	0.2078	0.0864	19.2476	10.4	2.2162
TIMELESS	5.2897	3.735	5.2897	126.8591	260.4	326.0577
TIMM10	16.1455	12.0925	16.1455	233.5958	525.6	281.7338
TIMM13	49.9984	99.0668	49.9984	520.5599	1187.6	885.9241
TIMM17A	12.4412	6.3752	12.4412	1152.231	969.2	944.3763
TIMM17B	11.7463	17.5248	11.7463	600.175	1179.2	655.9938
TIMM22	12.1156	8.7513	12.1156	378.8276	586	455.1511
TIMM44	21.4134	21.809	21.4134	967.629	576	477.3131
TIMM50	12.9951	10.874	12.9951	572.1785	853.6	791.1818
TIMM8A	1.9939	1.683	1.9939	76.9904	134.8	80.0601
TIMM8B	7.2936	11.1277	7.2936	375.3281	726	311.6525
TIMM9	20.4296	8.3819	20.4296	437.4453	553.2	469.0024
TIMP1	278.4342	180.1629	278.4342	6248.4689	7069.6	1767.4158
TIMP2	91.8728	79.5732	91.8728	15957.1304	5418	4147.0556
TIMP3	99.6916	98.7304	99.6916	11528.4339	5941.2	23104.1141
TIMP4	15.0296	1.2956	15.0296	186.3517	249.2	55.6819
TINAG	0	0.0231	0	0	0	1.6621
TINAGL1	22.6325	30.4322	22.6325	2817.1479	1051.6	1457.4255
TINF2	37.2988	20.7273	37.2988	1276.4654	1905.2	1249.3802
TIPARP	8.1877	12.2856	8.1877	1488.189	1105.596	1064.8874
TIPIN	1.9109	0.8571	1.9109	39.3701	85.6	91.9721
TIPRL	12.6796	5.7151	12.6796	1130.3587	1406.8	878.9985
TIRAP	2.2739	1.3578	2.2739	182.8521	223.6	145.9919
TJAP1	11.0167	14.2371	11.0167	716.5354	510	757.3848
TJP1	14.0788	9.7518	14.0788	4643.0446	1681.2	3082.1738
TJP2	24.0273	7.8092	24.0273	2465.4418	1229.2	3347.5632
TJP3	0.133	3.4408	0.133	0	220.4	554.8799
TK1	0.654	2.433	0.654	32.371	151.6	26.0403
TK2	4.1829	3.5893	4.1829	797.0254	851.2	1024.1593
TKT	87.0488	24.4837	87.0488	5236.2205	2116.4	5132.1545
TKTL1	0.0307	0.0272	0.0307	0	2.8	0.277
TKTL2	0.0321	0	0.0321	0	0	0.277
TLCD1	0.3896	1.2969	0.3896	1.7498	164	90.0329
TLE1	9.3105	11.5569	9.3105	658.7927	936.8	1244.9478
TLE2	89.9792	38.6786	89.9792	2460.1925	905.2	2265.5057
TLE3	3.8911	20.2646	3.8911	491.6885	1539.6	990.0853
TLE4	3.9936	2.4404	3.9936	979.0026	208	818.3302
TLE6	3.198	0.6817	3.198	8.7489	7.2	152.9175
TLK1	7.4735	9.1138	7.4735	1899.3876	1735.2	1823.9288
TLK2	5.6481	5.3559	5.6481	766.4042	524.4	730.7904
TLL1	1.4534	0.5552	1.4534	99.7375	69.6	34.074
TLL2	0.0327	0.2684	0.0327	6.1242	88	23.2701
TLN1	175.9227	42.5604	175.9227	59724.4094	4724	7514.8416
TLN2	3.619	1.7804	3.619	764.6544	168.8	1304.785
TLR1	0.9309	0.4498	0.9309	104.112	170.4	27.4254
TLR10	0.0531	0.0943	0.0531	35.8705	154.4	5.5405
TLR2	4.011	4.6814	4.011	93.6133	131.6	111.3638
TLR3	0.7583	0.7126	0.7583	117.2353	408.4	216.3561
TLR4	3.1284	2.1802	3.1284	467.1916	560	213.8629
TLR5	0.7369	2.4958	0.7369	98.8626	243.6	154.0256
TLR6	0.2848	0.5572	0.2848	12.2485	21.2	5.2635
TLR7	0.0301	0.0525	0.0301	55.993	106	12.1891
TLR8	0.2059	0.1827	0.2059	57.7428	57.2	6.0945
TLX1	0.0247	0	0.0247	0	0	0
TLX1NB	0	0	0	0	0	0
TLX2	0.0337	0	0.0337	0	0.4	0
TLX3	0	0	0	0	0	0
TM2D1	4.9542	3.7749	4.9542	284.3395	786.8	505.2926
TM2D2	6.8543	6.1342	6.8543	715.6605	1758	1339.1361
TM2D3	6.3074	6.1291	6.3074	575.678	990	1094.2465
TM4SF1	14.0287	22.2613	14.0287	2519.685	5934.8	1047.9834
TM4SF18	0.7329	1.85	0.7329	40.245	153.6	179.7889
TM4SF19	0.0236	0.1049	0.0236	0.8749	10.264	3.6013
TM4SF20	0.0569	0	0.0569	0	0	0.277
TM4SF4	0.0213	0.0237	0.0213	0	1.6	8.0337
TM4SF5	0.0633	0	0.0633	0	0	0.277
TM6SF1	2.3122	1.5617	2.3122	144.357	119.6	311.6525
TM6SF2	0.3344	0.3401	0.3344	0.8749	2	0.8311
TM7SF2	3.7853	41.8723	3.7853	103.2371	1789.2	1563.8029
TM7SF3	7.8693	12.1462	7.8693	1134.7332	2450.4	1257.1368
TM9SF2	25.3542	25.2918	25.3542	1944.007	6654.4	4576.1665
TM9SF3	26.336	31.4362	26.336	5274.7157	15622.8	6189.2797
TM9SF4	19.4221	22.5089	19.4221	1337.7078	1562	2113.9734
TMBIM1	107.2502	60.9695	107.2502	5228.3465	6903.6	7069.6633
TMBIM4	2.7193	2.0834	2.7193	1040.6562	3779.412	2783.2644
TMBIM6	87.6281	82.9661	87.6281	9587.9265	30501.2	26569.9667
TMC1	0.0435	0.1447	0.0435	0	10.4	0.277
TMC2	0.2507	0.0361	0.2507	5.2493	0.8	1.6621
TMC3	0.0193	0.3586	0.0193	0.8749	1.6	3.0473
TMC4	0.883	37.0426	0.883	7.874	1723.6	2110.9261
TMC5	0.0249	8.9901	0.0249	2.6247	1275.6	96.6815
TMC6	3.2961	9.9576	3.2961	192.4759	832.8	260.403
TMC7	0.2973	1.1344	0.2973	27.1216	66.4	14.6823
TMC8	2.4184	3.7779	2.4184	127.734	264.4	121.6137
TMCC1	4.1413	4.9435	4.1413	773.4033	739.2	606.4065
TMCC2	1.6385	0.909	1.6385	63.867	36.4	86.9857
TMCC3	4.7348	3.4567	4.7348	552.9309	1007.2	1014.4634
